pdf,study,field,status,priority,legacy_value_json,legacy_normalized_json,llm_a_value_json,llm_a_normalized_json,llm_b_value_json,llm_b_normalized_json,agreement_pattern,reviewed_value_json,decision_status,reviewer,decision_reason,evidence_quote,page,notes,suggested_value_json,suggested_source,suggestion_confidence,suggested_decision_status,review_action,suggestion_reason,needs_pdf_check,alignment_issue,alignment_evidence
Bowyer 2014.pdf,Bowyer 2014,Quality rating RoBiNT scale,one_source_only,medium,"""9, 0, 9""","[""9, 0, 9""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""9, 0, 9""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Carlson 1999.pdf,Carlson 1999,Quality rating RoBiNT scale,one_source_only,medium,"""20, 7, 13""","[""20, 7, 13""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""20, 7, 13""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Chevalier 2020 - Evaluation_of_a_treatment_of_sleep_relat.pdf,Chevalier 2020,Quality rating RoBiNT scale,one_source_only,medium,"""18, 7, 11""","[""18, 7, 11""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""18, 7, 11""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Choate 2005.pdf,Choate 2005,Quality rating RoBiNT scale,one_source_only,medium,"""11, 2, 9""","[""11, 2, 9""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""11, 2, 9""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Chorpita 1996 - A systematic replication of the prescriptive treatment of school refusal behavior in a single subject.pdf,Chorpita 1996,Quality rating RoBiNT scale,one_source_only,medium,"""10, 2, 8""","[""10, 2, 8""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""10, 2, 8""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Cooper-Vince 2016.pdf,Cooper-Vince 2016,Quality rating RoBiNT scale,one_source_only,medium,"""16, 8, 8""","[""16, 8, 8""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""16, 8, 8""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Cowart 2011.pdf,Cowart 2011,Quality rating RoBiNT scale,one_source_only,medium,"""10, 3, 7""","[""10, 3, 7""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""10, 3, 7""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Cunningham 2009.pdf,Cunningham 2009,Quality rating RoBiNT scale,one_source_only,medium,"""5, 0, 5""","[""5, 0, 5""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""5, 0, 5""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Eckshtain 2009 - Assessing Outcome in Cognitive Behavior Therapy for Child Depression  An Illustrative Case Series.pdf,Eckshtain 2009,Quality rating RoBiNT scale,one_source_only,medium,"""10, 3, 7""","[""10, 3, 7""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""10, 3, 7""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Ehrenreich 2009.pdf,Ehrenreich 2009,Quality rating RoBiNT scale,one_source_only,medium,"""7, 1, 6""","[""7, 1, 6""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""7, 1, 6""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Ehrenreich-May 2020.pdf,Ehrenreich-May 2020,Quality rating RoBiNT scale,one_source_only,medium,"""9, 2, 7""","[""9, 2, 7""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""9, 2, 7""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Eisen 1998 - Prescriptive treatment for generalized anxiety disorder in children.pdf,Eisen 1998,Quality rating RoBiNT scale,one_source_only,medium,"""20, 9, 11""","[""20, 9, 11""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""20, 9, 11""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Esveldt-Dawson 1982.pdf,Esveldt-Dawson 1982,Quality rating RoBiNT scale,one_source_only,medium,"""21, 8, 13""","[""21, 8, 13""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""21, 8, 13""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Farrell 1998 - Cognitive behavioral interventions for sexually abused children exhibiting PTSD symptomatology.pdf,Farrell 1998,Quality rating RoBiNT scale,one_source_only,medium,"""13, 4, 9""","[""13, 4, 9""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""13, 4, 9""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Farrell 2018.pdf,Farrell 2018,Quality rating RoBiNT scale,one_source_only,medium,"""12, 2, 10""","[""12, 2, 10""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""12, 2, 10""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Farrell 2021- Virtual reality one-session treatment of child-specific phobia of dogs.pdf,Farrell 2021,Quality rating RoBiNT scale,one_source_only,medium,"""20, 7, 13""","[""20, 7, 13""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""20, 7, 13""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Feather 2009.pdf,Feather 2009,Quality rating RoBiNT scale,one_source_only,medium,"""15, 5, 10""","[""15, 5, 10""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""15, 5, 10""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Fernandez 2013.pdf,Fernandez 2013,Quality rating RoBiNT scale,one_source_only,medium,"""13, 2, 11""","[""13, 2, 11""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""13, 2, 11""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Frame 1982 - Behavioral treatment of depression in a prepubertal child.pdf,Frame 1982,Quality rating RoBiNT scale,one_source_only,medium,"""16, 8, 8""","[""16, 8, 8""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""16, 8, 8""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Francis 2021.pdf,Francis 2021,Quality rating RoBiNT scale,one_source_only,medium,"""9, 2, 7""","[""9, 2, 7""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""9, 2, 7""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Garcia 2020 - INTERVENCION_MEDIANTE_EXPOSICION.pdf,Ruiz Garcia 2020,Quality rating RoBiNT scale,one_source_only,medium,"""12, 0, 12""","[""12, 0, 12""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""12, 0, 12""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Gaynor 2008.pdf,Gaynor 2008,Quality rating RoBiNT scale,one_source_only,medium,"""18, 8, 10""","[""18, 8, 10""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""18, 8, 10""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Geuke 2019.pdf,Geuke 2019,Quality rating RoBiNT scale,one_source_only,medium,"""10, 3, 7""","[""10, 3, 7""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""10, 3, 7""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Girling-Butcher 2009.pdf,Girling-Butcher 2009,Quality rating RoBiNT scale,one_source_only,medium,"""15, 5, 10""","[""15, 5, 10""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""15, 5, 10""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Goodall 2017.pdf,Goodall 2017,Quality rating RoBiNT scale,one_source_only,medium,"""12, 2, 10""","[""12, 2, 10""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""12, 2, 10""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Hagopian 1993.pdf,Hagopian 1993,Quality rating RoBiNT scale,one_source_only,medium,"""16, 4, 12""","[""16, 4, 12""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""16, 4, 12""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Hendriks 2017 - Child Psychology Psychiatry - Intensive prolonged exposure treatment for adolescent complex posttraumatic.pdf,Hendriks 2017,Quality rating RoBiNT scale,one_source_only,medium,"""13, 4, 9""","[""13, 4, 9""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""13, 4, 9""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Howard-Kendall 1996.pdf,Howard-Kendall 1996,Quality rating RoBiNT scale,one_source_only,medium,"""12, 4, 8""","[""12, 4, 8""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""12, 4, 8""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Jacob 2013.pdf,Jacob 2013,Quality rating RoBiNT scale,one_source_only,medium,"""9, 0, 9""","[""9, 0, 9""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""9, 0, 9""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Jarrett 2012.pdf,Jarrett 2012,Quality rating RoBiNT scale,one_source_only,medium,"""6, 0, 6""","[""6, 0, 6""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""6, 0, 6""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Kane 1989.pdf,Kane 1989,Quality rating RoBiNT scale,one_source_only,medium,"""10, 2, 8""","[""10, 2, 8""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""10, 2, 8""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Leger 2003.pdf,Leger 2003,Quality rating RoBiNT scale,one_source_only,medium,"""5, 1, 4""","[""5, 1, 4""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""5, 1, 4""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Leigh 2016.pdf,Leigh 2016,Quality rating RoBiNT scale,one_source_only,medium,"""13, 2, 11""","[""13, 2, 11""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""13, 2, 11""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Lewis 2015.pdf,Lewis 2015,Quality rating RoBiNT scale,one_source_only,medium,"""9, 2, 7""","[""9, 2, 7""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""9, 2, 7""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Lumpkin 2002.pdf,Lumpkin 2002,Quality rating RoBiNT scale,one_source_only,medium,"""12, 6, 6""","[""12, 6, 6""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""12, 6, 6""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Malboeuf-Hurtubise 2017.pdf,Malboeuf-Hurtubise 2017,Quality rating RoBiNT scale,one_source_only,medium,"""13, 2, 11""","[""13, 2, 11""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""13, 2, 11""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Maric 2015 - Evaluating statistical and clinical significance of intervention effects in single-case. experimental designs.pdf,Maric 2015,Quality rating RoBiNT scale,one_source_only,medium,"""10, 2, 8""","[""10, 2, 8""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""10, 2, 8""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Mayer-Brien 2017.pdf,Mayer-Brien 2017,Quality rating RoBiNT scale,one_source_only,medium,"""15, 4, 11""","[""15, 4, 11""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""15, 4, 11""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Nakamura 2008 - Differential_Sequencing_of_Cognitive-Behavioral_Te.pdf,Nakamura 2008,Quality rating RoBiNT scale,one_source_only,medium,"""12, 3, 9""","[""12, 3, 9""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""12, 3, 9""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Nelissen 1995.pdf,Nelissen 1995,Quality rating RoBiNT scale,one_source_only,medium,"""5, 0, 5""","[""5, 0, 5""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""5, 0, 5""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
O'Reilly 2008 -examination-of-a-social-problem-solving-intervention-to-treat-selective-mutism.pdf,O'Reilly 2008,Quality rating RoBiNT scale,one_source_only,medium,"""12, 3, 9""","[""12, 3, 9""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""12, 3, 9""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
